0.0	0.02	1.66575	0.81107
0.0	0.0217295	1.66573	0.811066
0.0	0.0236087	1.66571	0.811061
0.0	0.0256503	1.66569	0.811056
0.0	0.0278684	1.66566	0.811049
0.0	0.0302784	1.66563	0.811042
0.0	0.0328968	1.66559	0.811033
0.0	0.0357416	1.66554	0.811022
0.0	0.0388325	1.66549	0.81101
0.0	0.0421906	1.66543	0.810995
0.0	0.0458391	1.66536	0.810977
0.0	0.0498031	1.66527	0.810957
0.0	0.05411	1.66516	0.810932
0.0	0.0587892	1.66505	0.810904
0.0	0.0638732	1.6649	0.81087
0.0	0.0693967	1.66474	0.81083
0.0	0.075398	1.66453	0.810782
0.0	0.0819182	1.6643	0.810727
0.0	0.0890022	1.66402	0.810661
0.0	0.0966989	1.66369	0.810583
0.0	0.105061	1.66332	0.810491
0.0	0.114146	1.66285	0.810383
0.0	0.124018	1.66231	0.810255
0.0	0.134742	1.66168	0.810104
0.0	0.146394	1.66094	0.809926
0.0	0.159054	1.66005	0.809716
0.0	0.172809	1.65901	0.809468
0.0	0.187753	1.65778	0.809175
0.0	0.203989	1.65633	0.80883
0.0	0.221629	1.65462	0.808423
0.0	0.240795	1.6526	0.807942
0.0	0.261619	1.65022	0.807375
0.0	0.284243	1.64742	0.806706
0.0	0.308823	1.64412	0.805917
0.0	0.335529	1.64024	0.804987
0.0	0.364545	1.63566	0.803891
0.0	0.39607	1.63027	0.802599
0.0	0.430321	1.62394	0.801076
0.0	0.467534	1.61649	0.799282
0.0	0.507965	1.60775	0.79717
0.0	0.551892	1.59749	0.794684
0.0	0.599618	1.58547	0.79176
0.0	0.651471	1.57138	0.788322
0.0	0.707809	1.55493	0.784284
0.0	0.769018	1.53573	0.779544
0.0	0.83552	1.51338	0.773986
0.0	0.907774	1.48742	0.767478
0.0	0.986275	1.45736	0.759867
0.0	1.07157	1.42266	0.750982
0.0	1.16423	1.3828	0.740631
0.0	1.26491	1.33718	0.728598
0.0	1.3743	1.28531	0.714651
0.0	1.49314	1.22671	0.698538
0.0	1.62226	1.16101	0.679994
0.0	1.76255	1.08807	0.65875
0.0	1.91497	1.00795	0.634543
0.0	2.08058	0.921055	0.607135
0.0	2.2605	0.828266	0.576334
0.0	2.45598	0.730925	0.542023
0.0	2.66837	0.630944	0.504198
0.0	2.89912	0.530753	0.463007
0.0	3.14983	0.433231	0.418791
0.0	3.42221	0.341479	0.372125
0.0	3.71816	0.258518	0.323846
0.0	4.03969	0.186895	0.275052
0.0	4.38903	0.128284	0.22707
0.0	4.76859	0.0831822	0.181377
0.0	5.18096	0.0508028	0.139463
0.0	5.62899	0.0292769	0.102654
0.0	6.11577	0.0160827	0.0719144
0.0	6.64465	0.00860741	0.047687
0.0	7.21926	0.00463281	0.0298042
0.0	7.84356	0.00258367	0.0175338
0.0	8.52185	0.00151041	0.00975124
0.0	9.25879	0.000917559	0.00519483
0.0	10.0595	0.000570417	0.0027149
0.0	10.9294	0.000358902	0.00143402
0.0	11.8745	0.000227198	0.000783503
0.0	12.9014	0.000144199	0.000445356
0.0	14.0171	9.15126e-05	0.000261071
0.0	15.2292	5.7931e-05	0.000155906
0.0	16.5462	3.64899e-05	9.39486e-05
0.0	17.9771	2.27873e-05	5.67629e-05
0.0	19.5317	1.42048e-05	3.42407e-05
0.0	21.2207	8.6713e-06	2.05851e-05
0.0	23.0558	5.33623e-06	1.23595e-05
0.0	25.0496	3.28386e-06	7.43795e-06
0.0	27.2159	2.02085e-06	4.49086e-06
0.0	29.5694	1.24361e-06	2.7192e-06
0.0	32.1265	7.65305e-07	1.65049e-06
0.0	34.9047	4.7096e-07	1.00391e-06
0.0	37.9232	2.89824e-07	6.11727e-07
0.0	41.2027	1.78355e-07	3.7332e-07
0.0	44.7657	1.09758e-07	2.28123e-07
0.0	48.637	6.75436e-08	1.39551e-07
0.0	52.8429	4.15656e-08	8.54471e-08
