0.0	0.02	1.6738	0.736851
0.0	0.0217295	1.67379	0.736847
0.0	0.0236087	1.67376	0.736842
0.0	0.0256503	1.67373	0.736837
0.0	0.0278684	1.6737	0.736831
0.0	0.0302784	1.67366	0.736824
0.0	0.0328968	1.67362	0.736815
0.0	0.0357416	1.67357	0.736805
0.0	0.0388325	1.6735	0.736793
0.0	0.0421906	1.67343	0.736779
0.0	0.0458391	1.67335	0.736762
0.0	0.0498031	1.67324	0.736742
0.0	0.05411	1.67313	0.736719
0.0	0.0587892	1.67298	0.736691
0.0	0.0638732	1.67282	0.736659
0.0	0.0693967	1.67262	0.73662
0.0	0.075398	1.67239	0.736575
0.0	0.0819182	1.67211	0.736521
0.0	0.0890022	1.67179	0.736458
0.0	0.0966989	1.67141	0.736383
0.0	0.105061	1.67094	0.736295
0.0	0.114146	1.67042	0.736192
0.0	0.124018	1.66979	0.736069
0.0	0.134742	1.66904	0.735924
0.0	0.146394	1.66817	0.735753
0.0	0.159054	1.66713	0.735552
0.0	0.172809	1.66591	0.735314
0.0	0.187753	1.66447	0.735033
0.0	0.203989	1.66278	0.734702
0.0	0.221629	1.66078	0.734312
0.0	0.240795	1.65843	0.733851
0.0	0.261619	1.65564	0.733307
0.0	0.284243	1.65237	0.732666
0.0	0.308823	1.64852	0.73191
0.0	0.335529	1.64398	0.731019
0.0	0.364545	1.63864	0.729969
0.0	0.39607	1.63237	0.728731
0.0	0.430321	1.62499	0.727272
0.0	0.467534	1.61633	0.725555
0.0	0.507965	1.60617	0.723534
0.0	0.551892	1.59428	0.721155
0.0	0.599618	1.58035	0.718359
0.0	0.651471	1.56409	0.715073
0.0	0.707809	1.54512	0.711216
0.0	0.769018	1.52305	0.706693
0.0	0.83552	1.49745	0.701393
0.0	0.907774	1.46783	0.695194
0.0	0.986275	1.43369	0.687954
0.0	1.07157	1.3945	0.679513
0.0	1.16423	1.34975	0.669696
0.0	1.26491	1.29893	0.658308
0.0	1.3743	1.24163	0.645139
0.0	1.49314	1.17755	0.629967
0.0	1.62226	1.10655	0.612561
0.0	1.76255	1.02876	0.592694
0.0	1.91497	0.944634	0.570154
0.0	2.08058	0.855018	0.544759
0.0	2.2605	0.761225	0.516383
0.0	2.45598	0.665037	0.484978
0.0	2.66837	0.568696	0.450612
0.0	2.89912	0.474766	0.413495
0.0	3.14983	0.38596	0.374017
0.0	3.42221	0.304856	0.332764
0.0	3.71816	0.233578	0.290534
0.0	4.03969	0.173509	0.24831
0.0	4.38903	0.125091	0.207218
0.0	4.76859	0.0878016	0.16843
0.0	5.18096	0.0603202	0.133054
0.0	5.62899	0.0408523	0.101992
0.0	6.11577	0.0274859	0.0758182
0.0	6.64465	0.0184938	0.0547049
0.0	7.21926	0.0124992	0.0384144
0.0	7.84356	0.00850353	0.026376
0.0	8.52185	0.00582577	0.0178208
0.0	9.25879	0.00401718	0.0119321
0.0	10.0595	0.00278569	0.00796948
0.0	10.9294	0.00194118	0.005336
0.0	11.8745	0.0013584	0.00359224
0.0	12.9014	0.000954102	0.00243461
0.0	14.0171	0.000672249	0.00166144
0.0	15.2292	0.000474948	0.00114121
0.0	16.5462	0.000336339	0.000788535
0.0	17.9771	0.000238498	0.00054775
0.0	19.5317	0.000170324	0.000382212
0.0	21.2207	0.000120673	0.00026756
0.0	23.0558	8.58281e-05	0.000187729
0.0	25.0496	6.10449e-05	0.000131978
0.0	27.2159	4.3418e-05	9.29292e-05
0.0	29.5694	3.08809e-05	6.5518e-05
0.0	32.1265	2.19639e-05	4.62431e-05
0.0	34.9047	1.56218e-05	3.26701e-05
0.0	37.9232	1.11109e-05	2.31005e-05
0.0	41.2027	7.9026e-06	1.6346e-05
0.0	44.7657	5.6207e-06	1.15741e-05
0.0	48.637	3.9977e-06	8.19997e-06
0.0	52.8429	2.84335e-06	5.81239e-06
0.0	57.4126	2.02232e-06	4.12182e-06
0.0	62.3775	1.43837e-06	2.92409e-06
0.0	67.7718	1.02304e-06	2.0751e-06
0.0	73.6325	7.27631e-07	1.47304e-06
0.0	80.0	5.17525e-07	1.04593e-06
0.1	0.02	1.67704	0.73058
0.1	0.0217295	1.67705	0.730576
0.1	0.0236087	1.67701	0.730572
0.1	0.0256503	1.67699	0.730567
0.1	0.0278684	1.67696	0.73056
0.1	0.0302784	1.67693	0.730553
0.1	0.0328968	1.67688	0.730545
0.1	0.0357416	1.67682	0.730534
0.1	0.0388325	1.67676	0.730522
0.1	0.0421906	1.67669	0.730508
0.1	0.0458391	1.6766	0.730492
