  0.0    0.200000E-01    0.455919E+00    0.201242E+00
  0.0    0.214304E-01    0.455920E+00    0.201242E+00
  0.0    0.229631E-01    0.455916E+00    0.201241E+00
  0.0    0.246054E-01    0.455918E+00    0.201241E+00
  0.0    0.263651E-01    0.455916E+00    0.201241E+00
  0.0    0.282508E-01    0.455914E+00    0.201240E+00
  0.0    0.302712E-01    0.455911E+00    0.201240E+00
  0.0    0.324362E-01    0.455908E+00    0.201239E+00
  0.0    0.347560E-01    0.455905E+00    0.201239E+00
  0.0    0.372417E-01    0.455902E+00    0.201238E+00
  0.0    0.399052E-01    0.455898E+00    0.201237E+00
  0.0    0.427592E-01    0.455893E+00    0.201236E+00
  0.0    0.458174E-01    0.455888E+00    0.201235E+00
  0.0    0.490942E-01    0.455882E+00    0.201234E+00
  0.0    0.526054E-01    0.455874E+00    0.201233E+00
  0.0    0.563677E-01    0.455866E+00    0.201231E+00
  0.0    0.603990E-01    0.455857E+00    0.201229E+00
  0.0    0.647187E-01    0.455846E+00    0.201227E+00
  0.0    0.693474E-01    0.455834E+00    0.201225E+00
  0.0    0.743070E-01    0.455819E+00    0.201222E+00
  0.0    0.796214E-01    0.455803E+00    0.201219E+00
  0.0    0.853159E-01    0.455784E+00    0.201215E+00
  0.0    0.914176E-01    0.455763E+00    0.201211E+00
  0.0    0.979558E-01    0.455738E+00    0.201206E+00
  0.0    0.104961E+00    0.455710E+00    0.201201E+00
  0.0    0.112468E+00    0.455677E+00    0.201195E+00
  0.0    0.120512E+00    0.455640E+00    0.201187E+00
  0.0    0.129131E+00    0.455597E+00    0.201179E+00
  0.0    0.138366E+00    0.455548E+00    0.201170E+00
  0.0    0.148262E+00    0.455491E+00    0.201159E+00
  0.0    0.158866E+00    0.455426E+00    0.201146E+00
  0.0    0.170228E+00    0.455352E+00    0.201132E+00
  0.0    0.182402E+00    0.455266E+00    0.201115E+00
  0.0    0.195447E+00    0.455168E+00    0.201096E+00
  0.0    0.209426E+00    0.455055E+00    0.201074E+00
  0.0    0.224404E+00    0.454926E+00    0.201049E+00
  0.0    0.240453E+00    0.454777E+00    0.201020E+00
  0.0    0.257650E+00    0.454607E+00    0.200987E+00
  0.0    0.276077E+00    0.454411E+00    0.200949E+00
  0.0    0.295822E+00    0.454187E+00    0.200906E+00
  0.0    0.316979E+00    0.453929E+00    0.200856E+00
  0.0    0.339649E+00    0.453633E+00    0.200799E+00
  0.0    0.363940E+00    0.453294E+00    0.200733E+00
  0.0    0.389969E+00    0.452905E+00    0.200657E+00
