  0.0    0.200000E-01    0.937826E+00    0.412763E+00
  0.0    0.214304E-01    0.937821E+00    0.412762E+00
  0.0    0.229631E-01    0.937814E+00    0.412761E+00
  0.0    0.246054E-01    0.937808E+00    0.412760E+00
  0.0    0.263651E-01    0.937800E+00    0.412758E+00
  0.0    0.282508E-01    0.937793E+00    0.412757E+00
  0.0    0.302712E-01    0.937782E+00    0.412755E+00
  0.0    0.324362E-01    0.937771E+00    0.412753E+00
  0.0    0.347560E-01    0.937758E+00    0.412750E+00
  0.0    0.372417E-01    0.937743E+00    0.412747E+00
  0.0    0.399052E-01    0.937726E+00    0.412744E+00
  0.0    0.427592E-01    0.937705E+00    0.412740E+00
  0.0    0.458174E-01    0.937683E+00    0.412735E+00
  0.0    0.490942E-01    0.937656E+00    0.412730E+00
  0.0    0.526054E-01    0.937626E+00    0.412724E+00
  0.0    0.563677E-01    0.937592E+00    0.412718E+00
  0.0    0.603990E-01    0.937552E+00    0.412710E+00
  0.0    0.647187E-01    0.937506E+00    0.412701E+00
  0.0    0.693474E-01    0.937454E+00    0.412691E+00
  0.0    0.743070E-01    0.937393E+00    0.412679E+00
  0.0    0.796214E-01    0.937324E+00    0.412666E+00
  0.0    0.853159E-01    0.937245E+00    0.412651E+00
  0.0    0.914176E-01    0.937154E+00    0.412633E+00
  0.0    0.979558E-01    0.937049E+00    0.412613E+00
  0.0    0.104961E+00    0.936929E+00    0.412590E+00
  0.0    0.112468E+00    0.936791E+00    0.412563E+00
  0.0    0.120512E+00    0.936633E+00    0.412532E+00
  0.0    0.129131E+00    0.936451E+00    0.412497E+00
  0.0    0.138366E+00    0.936243E+00    0.412457E+00
  0.0    0.148262E+00    0.936004E+00    0.412410E+00
  0.0    0.158866E+00    0.935729E+00    0.412357E+00
  0.0    0.170228E+00    0.935413E+00    0.412296E+00
  0.0    0.182402E+00    0.935052E+00    0.412226E+00
  0.0    0.195447E+00    0.934636E+00    0.412146E+00
  0.0    0.209426E+00    0.934160E+00    0.412053E+00
  0.0    0.224404E+00    0.933613E+00    0.411947E+00
  0.0    0.240453E+00    0.932985E+00    0.411826E+00
  0.0    0.257650E+00    0.932265E+00    0.411686E+00
  0.0    0.276077E+00    0.931439E+00    0.411526E+00
  0.0    0.295822E+00    0.930492E+00    0.411342E+00
  0.0    0.316979E+00    0.929406E+00    0.411131E+00
  0.0    0.339649E+00    0.928161E+00    0.410888E+00
  0.0    0.363940E+00    0.926733E+00    0.410610E+00
  0.0    0.389969E+00    0.925097E+00    0.410291E+00
