  0.0    0.200000E-01    0.841460E+00    0.409833E+00
  0.0    0.214304E-01    0.841457E+00    0.409832E+00
  0.0    0.229631E-01    0.841453E+00    0.409831E+00
  0.0    0.246054E-01    0.841448E+00    0.409830E+00
  0.0    0.263651E-01    0.841443E+00    0.409829E+00
  0.0    0.282508E-01    0.841437E+00    0.409827E+00
  0.0    0.302712E-01    0.841430E+00    0.409826E+00
  0.0    0.324362E-01    0.841422E+00    0.409824E+00
  0.0    0.347560E-01    0.841413E+00    0.409822E+00
  0.0    0.372417E-01    0.841402E+00    0.409819E+00
  0.0    0.399052E-01    0.841390E+00    0.409816E+00
  0.0    0.427592E-01    0.841376E+00    0.409813E+00
  0.0    0.458174E-01    0.841360E+00    0.409809E+00
  0.0    0.490942E-01    0.841342E+00    0.409805E+00
  0.0    0.526054E-01    0.841321E+00    0.409800E+00
  0.0    0.563677E-01    0.841297E+00    0.409794E+00
  0.0    0.603990E-01    0.841270E+00    0.409788E+00
  0.0    0.647187E-01    0.841238E+00    0.409780E+00
  0.0    0.693474E-01    0.841202E+00    0.409772E+00
  0.0    0.743070E-01    0.841160E+00    0.409762E+00
  0.0    0.796214E-01    0.841112E+00    0.409750E+00
  0.0    0.853159E-01    0.841057E+00    0.409737E+00
  0.0    0.914176E-01    0.840994E+00    0.409723E+00
  0.0    0.979558E-01    0.840921E+00    0.409705E+00
  0.0    0.104961E+00    0.840838E+00    0.409686E+00
  0.0    0.112468E+00    0.840743E+00    0.409663E+00
  0.0    0.120512E+00    0.840633E+00    0.409637E+00
  0.0    0.129131E+00    0.840507E+00    0.409607E+00
  0.0    0.138366E+00    0.840363E+00    0.409573E+00
  0.0    0.148262E+00    0.840197E+00    0.409534E+00
  0.0    0.158866E+00    0.840006E+00    0.409489E+00
  0.0    0.170228E+00    0.839787E+00    0.409437E+00
  0.0    0.182402E+00    0.839536E+00    0.409377E+00
  0.0    0.195447E+00    0.839248E+00    0.409309E+00
  0.0    0.209426E+00    0.838918E+00    0.409231E+00
  0.0    0.224404E+00    0.838538E+00    0.409141E+00
  0.0    0.240453E+00    0.838103E+00    0.409038E+00
  0.0    0.257650E+00    0.837603E+00    0.408919E+00
  0.0    0.276077E+00    0.837030E+00    0.408783E+00
  0.0    0.295822E+00    0.836372E+00    0.408627E+00
