  0.0    0.200000E-01    0.561390E+00    0.273784E+00
  0.0    0.214304E-01    0.561389E+00    0.273784E+00
  0.0    0.229631E-01    0.561387E+00    0.273783E+00
  0.0    0.246054E-01    0.561385E+00    0.273783E+00
  0.0    0.263651E-01    0.561382E+00    0.273782E+00
  0.0    0.282508E-01    0.561380E+00    0.273782E+00
  0.0    0.302712E-01    0.561377E+00    0.273781E+00
  0.0    0.324362E-01    0.561373E+00    0.273780E+00
  0.0    0.347560E-01    0.561369E+00    0.273779E+00
  0.0    0.372417E-01    0.561364E+00    0.273778E+00
  0.0    0.399052E-01    0.561359E+00    0.273777E+00
  0.0    0.427592E-01    0.561353E+00    0.273775E+00
  0.0    0.458174E-01    0.561346E+00    0.273774E+00
  0.0    0.490942E-01    0.561338E+00    0.273772E+00
  0.0    0.526054E-01    0.561328E+00    0.273770E+00
  0.0    0.563677E-01    0.561318E+00    0.273767E+00
  0.0    0.603990E-01    0.561305E+00    0.273764E+00
  0.0    0.647187E-01    0.561291E+00    0.273761E+00
  0.0    0.693474E-01    0.561275E+00    0.273757E+00
  0.0    0.743070E-01    0.561257E+00    0.273753E+00
  0.0    0.796214E-01    0.561235E+00    0.273748E+00
  0.0    0.853159E-01    0.561211E+00    0.273742E+00
  0.0    0.914176E-01    0.561183E+00    0.273735E+00
  0.0    0.979558E-01    0.561151E+00    0.273727E+00
  0.0    0.104961E+00    0.561114E+00    0.273719E+00
  0.0    0.112468E+00    0.561071E+00    0.273709E+00
  0.0    0.120512E+00    0.561022E+00    0.273697E+00
  0.0    0.129131E+00    0.560966E+00    0.273684E+00
  0.0    0.138366E+00    0.560902E+00    0.273669E+00
  0.0    0.148262E+00    0.560828E+00    0.273651E+00
  0.0    0.158866E+00    0.560743E+00    0.273631E+00
  0.0    0.170228E+00    0.560646E+00    0.273608E+00
  0.0    0.182402E+00    0.560534E+00    0.273581E+00
  0.0    0.195447E+00    0.560406E+00    0.273551E+00
  0.0    0.209426E+00    0.560259E+00    0.273516E+00
  0.0    0.224404E+00    0.560090E+00    0.273476E+00
  0.0    0.240453E+00    0.559896E+00    0.273430E+00
  0.0    0.257650E+00    0.559674E+00    0.273377E+00
  0.0    0.276077E+00    0.559418E+00    0.273317E+00
  0.0    0.295822E+00    0.559125E+00    0.273247E+00
  0.0    0.316979E+00    0.558789E+00    0.273167E+00
  0.0    0.339649E+00    0.558403E+00    0.273076E+00
  0.0    0.363940E+00    0.557960E+00    0.272971E+00
  0.0    0.389969E+00    0.557452E+00    0.272850E+00
  0.0    0.417859E+00    0.556870E+00    0.272711E+00
  0.0    0.447744E+00    0.556202E+00    0.272553E+00
  0.0    0.479767E+00    0.555436E+00    0.272370E+00
  0.0    0.514079E+00    0.554558E+00    0.272161E+00
  0.0    0.550846E+00    0.553551E+00    0.271921E+00
  0.0    0.590242E+00    0.552398E+00    0.271646E+00
  0.0    0.632456E+00    0.551077E+00    0.271330E+00
  0.0    0.677688E+00    0.549564E+00    0.270968E+00
  0.0    0.726156E+00    0.547832E+00    0.270553E+00
  0.0    0.778090E+00    0.545850E+00    0.270077E+00
  0.0    0.833739E+00    0.543584E+00    0.269532E+00
  0.0    0.893367E+00    0.540994E+00    0.268907E+00
  0.0    0.957260E+00    0.538036E+00    0.268192E+00
  0.0    0.102572E+01    0.534660E+00    0.267373E+00
  0.0    0.109908E+01    0.530810E+00    0.266436E+00
  0.0    0.117769E+01    0.526425E+00    0.265364E+00
  0.0    0.126191E+01    0.521436E+00    0.264139E+00
  0.0    0.135217E+01    0.515767E+00    0.262739E+00
  0.0    0.144887E+01    0.509336E+00    0.261142E+00
  0.0    0.155249E+01    0.502053E+00    0.259320E+00
  0.0    0.166353E+01    0.493823E+00    0.257244E+00
  0.0    0.178250E+01    0.484543E+00    0.254881E+00
  0.0    0.190999E+01    0.474107E+00    0.252196E+00
  0.0    0.204659E+01    0.462408E+00    0.249149E+00
  0.0    0.219296E+01    0.449340E+00    0.245696E+00
  0.0    0.234980E+01    0.434800E+00    0.241792E+00
  0.0    0.251785E+01    0.418698E+00    0.237388E+00
  0.0    0.269793E+01    0.400962E+00    0.232432E+00
  0.0    0.289088E+01    0.381543E+00    0.226873E+00
  0.0    0.309763E+01    0.360431E+00    0.220657E+00
  0.0    0.331917E+01    0.337661E+00    0.213734E+00
